NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description,Latitude,Longitude
B2542316,37,AGGRAVATED ASSAULT,1C,64J,CARJACKING,1A,3702562,556504,2016-02-21 19:39:57,02/21/2016 07:41:36 PM,02/21/2016 07:51:48 PM,02/21/2016 09:06:13 PM,RTF,REPORT TO FOLLOW,N,7Q02,Mayo Blvd & Lake Forest Blvd,70126.0,7,"(30.02353623, -90.00064660)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02353623,-90.00064660
B2751516,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3706272,556678,2016-02-23 17:17:51,02/23/2016 06:17:58 PM,,02/23/2016 07:51:39 PM,RTF,REPORT TO FOLLOW,N,7F03,Crowder Blvd & Dwyer Rd,70127.0,7,"(30.02389658, -89.98891582)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02389658,-89.98891582
B3016916,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3712088,567656,2016-02-25 19:16:01,02/25/2016 07:27:38 PM,02/25/2016 07:37:32 PM,02/25/2016 09:01:32 PM,RTF,REPORT TO FOLLOW,N,7I14,078XX Arcadia Ln,70128.0,7,"(30.05389218, -89.97012625)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.05389218,-89.97012625
B3344016,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3676943,526915,2016-02-28 15:55:05,02/28/2016 04:02:05 PM,02/28/2016 04:07:00 PM,02/29/2016 06:33:22 AM,RTF,REPORT TO FOLLOW,N,6H02,S Liberty St & Martin Luther King Jr Blvd,70113.0,6,"(29.94297114, -90.08261799)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.94297114,-90.08261799
B3448016,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3663229,535010,2016-02-29 14:04:06,02/29/2016 03:18:27 PM,02/29/2016 03:29:55 PM,02/29/2016 04:56:26 PM,RTF,REPORT TO FOLLOW,N,2S01,Earhart Blvd & Hamilton St,70118.0,2,"(29.96563507, -90.12564694)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96563507,-90.12564694
B3466716,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3706181,555581,2016-02-29 16:14:41,02/29/2016 04:16:04 PM,02/29/2016 04:23:07 PM,02/29/2016 08:00:09 PM,RTF,REPORT TO FOLLOW,N,7F03,047XX Flake Ave,70127.0,7,"(30.02088335, -89.98924598)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02088335,-89.98924598
B3500316,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3667424,525427,2016-02-29 20:47:47,02/29/2016 08:50:06 PM,02/29/2016 08:53:26 PM,02/29/2016 10:14:26 PM,RTF,REPORT TO FOLLOW,N,2N02,057XX Willow St,70115.0,2,"(29.93916194, -90.11271996)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.93916194,-90.11271996
C0144716,37,AGGRAVATED ASSAULT,1C,107,SUSPICIOUS PERSON,2A,3706108,556301,2016-03-02 06:18:54,03/02/2016 06:19:51 AM,03/02/2016 06:32:08 AM,03/02/2016 01:45:01 PM,RTF,REPORT TO FOLLOW,N,7F03,049XX Flake Ave,70127.0,7,"(30.02286439, -89.98944839)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02286439,-89.98944839
C0172416,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3682198,538688,2016-03-02 11:44:00,03/02/2016 11:45:36 AM,03/02/2016 11:54:26 AM,03/02/2016 03:09:56 PM,RTF,REPORT TO FOLLOW,N,5A02,018XX New Orleans St,70116.0,5,"(29.97518450, -90.06561322)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.97518450,-90.06561322
C0272016,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3696749,551467,2016-03-03 04:58:53,03/03/2016 04:58:53 AM,03/03/2016 05:07:21 AM,03/03/2016 09:06:44 AM,RTF,REPORT TO FOLLOW,N,7C01,060XX Chef Menteur Hwy,70126.0,7,"(30.00987236, -90.01919641)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.00987236,-90.01919641
C0484816,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3682007,542102,2016-03-04 19:40:22,03/04/2016 07:41:56 PM,03/04/2016 07:51:17 PM,03/04/2016 09:33:02 PM,RTF,REPORT TO FOLLOW,N,5K03,026XX New Orleans St,70119.0,5,"(29.98457900, -90.06609738)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.98457900,-90.06609738
C0529816,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3674792,529039,2016-03-05 05:49:02,03/05/2016 06:44:58 AM,03/05/2016 05:49:02 AM,03/05/2016 07:53:52 AM,RTF,REPORT TO FOLLOW,Y,6L01,Erato St & S Roman St,70125.0,6,"(29.94887718, -90.08933514)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.94887718,-90.08933514
C0619716,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3707554,516034,2016-03-05 23:26:16,03/05/2016 11:35:32 PM,03/05/2016 11:46:13 PM,03/06/2016 03:32:36 AM,RTF,REPORT TO FOLLOW,N,4E04,040XX Sullen Pl,70131.0,4,"(29.91209850, -89.98637521)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.91209850,-89.98637521
C0692216,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,1H,3686796,531438,2016-03-06 16:56:38,03/06/2016 04:59:00 PM,03/06/2016 04:56:38 PM,03/06/2016 08:24:27 PM,RTF,REPORT TO FOLLOW,Y,4F02,005XX Patterson Dr,70114.0,4,"(29.95510851, -90.05134817)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95510851,-90.05134817
C0730916,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3705217,558343,2016-03-07 00:58:42,03/07/2016 01:11:42 AM,03/07/2016 01:03:20 AM,03/07/2016 02:16:32 AM,RTF,REPORT TO FOLLOW,N,7R02,057XX Crowder Blvd,70127.0,7,"(30.02851015, -89.99218980)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02851015,-89.99218980
C0902416,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,1C,3661330,530846,2016-03-08 12:09:01,03/08/2016 12:50:25 PM,03/08/2016 01:01:49 PM,03/08/2016 03:01:35 PM,RTF,REPORT TO FOLLOW,N,2K02,Monroe St & Birch St,70118.0,2,"(29.95424196, -90.13178055)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95424196,-90.13178055
C0965216,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3730941,563650,2016-03-08 20:51:12,03/08/2016 08:52:21 PM,03/08/2016 09:08:01 PM,03/08/2016 11:45:23 PM,RTF,REPORT TO FOLLOW,N,7L04,155XX Dwyer Blvd,70129.0,7,"(30.04224752, -89.91069450)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.04224752,-89.91069450
C1033316,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3682809,542967,2016-03-09 11:50:43,03/09/2016 11:51:22 AM,03/09/2016 11:54:51 AM,03/09/2016 01:26:20 PM,RTF,REPORT TO FOLLOW,N,5K03,019XX Florida Ave,70119.0,5,"(29.98693270, -90.06353332)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.98693270,-90.06353332
C1089616,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,2A,3706160,562766,2016-03-09 20:01:25,03/09/2016 08:04:29 PM,,03/09/2016 10:25:42 PM,RTF,REPORT TO FOLLOW,N,7P04,Adele St & Vanderkloot Ave,70127.0,7,"(30.04063871, -89.98904373)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.04063871,-89.98904373
C1092716,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,1C,3697539,536709,2016-03-09 20:33:14,03/09/2016 08:34:53 PM,03/09/2016 08:37:49 PM,03/10/2016 01:41:49 AM,RTF,REPORT TO FOLLOW,N,5I01,018XX Egania St,70117.0,5,"(29.96926849, -90.01723582)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96926849,-90.01723582
C1158416,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),1A,3696095,519431,2016-03-10 11:30:29,03/10/2016 12:01:45 PM,,03/10/2016 01:58:48 PM,RTF,REPORT TO FOLLOW,N,4C02,033XX Garden Oaks Dr,70114.0,4,"(29.92180598, -90.02241945)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.92180598,-90.02241945
C1589916,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3687616,536294,2016-03-14 04:06:32,03/14/2016 07:59:58 AM,03/14/2016 08:06:38 AM,03/14/2016 09:12:45 AM,RTF,REPORT TO FOLLOW,N,5C02,027XX Saint Claude Ave,70117.0,5,"(29.96843619, -90.04858608)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96843619,-90.04858608
C1671816,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3691464,528476,2016-03-14 18:39:46,03/14/2016 08:00:48 PM,03/14/2016 08:13:34 PM,03/14/2016 09:17:03 PM,RTF,REPORT TO FOLLOW,N,4H02,008XX Behrman Ave,70114.0,4,"(29.94681977, -90.03671453)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.94681977,-90.03671453
C1735116,37,AGGRAVATED ASSAULT,1C,66,EXTORTION (THREATS),1F,3707568,565476,2016-03-15 10:24:22,03/15/2016 10:35:23 AM,03/15/2016 10:38:02 AM,03/15/2016 12:26:05 PM,RTF,REPORT TO FOLLOW,N,7P07,078XX Means Ave,70127.0,7,"(30.04804542, -89.98449464)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.04804542,-89.98449464
C1863116,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3705437,558030,2016-03-16 08:15:41,03/16/2016 08:16:30 AM,03/16/2016 08:17:08 AM,03/16/2016 10:05:19 AM,RTF,REPORT TO FOLLOW,N,7R02,057XX Crowder Blvd,70127.0,7,"(30.02764174, -89.99150365)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02764174,-89.99150365
C2049516,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3666954,540696,2016-03-17 17:27:26,03/17/2016 05:27:26 PM,03/17/2016 05:41:28 PM,03/17/2016 10:40:26 PM,RTF,REPORT TO FOLLOW,N,3E01,I-10 W & City Park Ave,70124.0,3,"(29.98116283, -90.11369142)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.98116283,-90.11369142
C2057516,37,AGGRAVATED ASSAULT,1C,103F,FIGHT,2B,3677555,526906,2016-03-17 18:31:09,03/17/2016 06:33:21 PM,,03/17/2016 07:36:43 PM,RTF,REPORT TO FOLLOW,N,6H02,021XX Thalia St,70113.0,6,"(29.94292818, -90.08068382)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.94292818,-90.08068382
C2066116,37,AGGRAVATED ASSAULT,1C,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3666484,538250,2016-03-17 19:44:11,03/17/2016 07:44:20 PM,03/17/2016 07:50:38 PM,03/18/2016 12:19:27 AM,RTF,REPORT TO FOLLOW,N,3A02,090XX Marks St,70118.0,3,"(29.97445091, -90.11525732)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.97445091,-90.11525732
C2380516,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3698790,520398,2016-03-20 14:32:42,03/20/2016 02:33:40 PM,03/20/2016 02:40:22 PM,03/20/2016 08:23:18 PM,RTF,REPORT TO FOLLOW,N,4D01,Macarthur Blvd & Holiday Dr,70131.0,4,"(29.92437867, -90.01387806)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.92437867,-90.01387806
C2649116,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3689861,530230,2016-03-22 18:40:13,03/22/2016 06:41:18 PM,03/22/2016 06:47:18 PM,03/22/2016 10:39:39 PM,RTF,REPORT TO FOLLOW,N,4G02,004XX Le Boeuf St,70114.0,4,"(29.95169394, -90.04171456)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95169394,-90.04171456
C2732216,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3682387,548660,2016-03-23 11:54:17,03/23/2016 11:54:35 AM,03/23/2016 11:57:25 AM,03/23/2016 03:11:50 PM,RTF,REPORT TO FOLLOW,N,3Q01,043XX Saint Anthony Ave,70122.0,3,"(30.00259796, -90.06467005)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.00259796,-90.06467005
C2903516,37,AGGRAVATED ASSAULT,1C,67S,SHOPLIFTING,2A,3670137,525992,2016-03-24 18:33:47,03/24/2016 06:36:30 PM,03/24/2016 06:38:27 PM,03/24/2016 09:09:14 PM,RTF,REPORT TO FOLLOW,N,2Q03,044XX S Claiborne Ave,70125.0,2,"(29.94063748, -90.10413758)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.94063748,-90.10413758
C3298816,37,AGGRAVATED ASSAULT,1C,18,TRAFFIC INCIDENT,1H,3673755,533957,2016-03-28 10:20:02,03/28/2016 10:20:25 AM,03/28/2016 10:20:02 AM,03/28/2016 03:11:11 PM,RTF,REPORT TO FOLLOW,Y,1K01,006XX S White St,70119.0,1,"(29.96243122, -90.09244195)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96243122,-90.09244195
C3329816,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3683765,532410,2016-03-28 15:26:27,03/28/2016 03:28:54 PM,03/28/2016 03:31:40 PM,03/28/2016 08:17:50 PM,RTF,REPORT TO FOLLOW,N,8B02,Dumaine & River,70116.0,8,"(29.95787489, -90.06088464)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95787489,-90.06088464
C3373016,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3696095,519431,2016-03-28 20:55:31,03/28/2016 08:55:58 PM,03/28/2016 08:59:59 PM,03/29/2016 12:19:08 AM,RTF,REPORT TO FOLLOW,N,4C02,033XX Garden Oaks Dr,70114.0,4,"(29.92180598, -90.02241945)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.92180598,-90.02241945
C3462916,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3691571,548707,2016-03-29 16:27:26,03/29/2016 08:28:52 PM,03/29/2016 08:36:57 PM,03/29/2016 09:50:04 PM,RTF,REPORT TO FOLLOW,N,3U01,Louisa St Exit & Almonaster Ave Exit,70126.0,3,"(30.00244478, -90.03565453)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.00244478,-90.03565453
C3511716,37,AGGRAVATED ASSAULT,2A,94,DISCHARGING FIREARM,2B,3696623,537720,2016-03-30 00:50:58,03/30/2016 12:52:53 AM,03/30/2016 12:54:59 AM,03/30/2016 06:46:20 AM,RTF,REPORT TO FOLLOW,N,5I01,020XX Tennessee St,70117.0,5,"(29.97207669, -90.02009314)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.97207669,-90.02009314
C3575516,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3670050,542101,2016-03-30 15:50:20,03/30/2016 03:50:20 PM,,03/30/2016 06:46:36 PM,RTF,REPORT TO FOLLOW,N,3I01,006XX City Park Ave,70124.0,3,"(29.98493423, -90.10386586)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.98493423,-90.10386586
C3597616,37,AGGRAVATED ASSAULT,1C,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3718249,572592,2016-03-30 19:12:38,03/30/2016 07:13:30 PM,03/30/2016 07:25:47 PM,03/30/2016 09:22:52 PM,RTF,REPORT TO FOLLOW,N,7K04,140XX Wales St,70128.0,7,"(30.06726068, -89.95046497)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.06726068,-89.95046497
C3601216,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,1A,3675548,530262,2016-03-30 19:43:31,03/30/2016 07:44:31 PM,03/30/2016 07:49:53 PM,03/30/2016 11:59:54 PM,RTF,REPORT TO FOLLOW,N,6L01,Us 90B W Onramp & S Claiborne Exit,70113.0,6,"(29.95221616, -90.08690572)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95221616,-90.08690572
C3609916,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3695870,558147,2016-03-30 21:07:31,03/30/2016 09:08:36 PM,03/30/2016 09:13:34 PM,03/31/2016 03:15:17 AM,RTF,REPORT TO FOLLOW,N,7D02,013XX Chimney Wood Ln,70126.0,7,"(30.02826833, -90.02173128)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02826833,-90.02173128
D0079816,37,AGGRAVATED ASSAULT,1C,67S,SHOPLIFTING,1C,3725562,559545,2016-04-01 16:54:57,04/01/2016 04:57:03 PM,04/01/2016 05:20:44 PM,04/01/2016 06:36:20 PM,RTF,REPORT TO FOLLOW,N,7L01,Chef Menteur Hwy & Michoud Blvd,70129.0,7,"(30.03114379, -89.92785356)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.03114379,-89.92785356
D0217716,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2A,3685894,546860,2016-04-02 21:49:19,04/02/2016 09:53:04 PM,04/02/2016 09:59:42 PM,04/02/2016 11:30:23 PM,RTF,REPORT TO FOLLOW,N,3Y02,038XX Clematis St,70122.0,3,"(29.99754176, -90.05365401)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.99754176,-90.05365401
D0347416,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3699196,557878,2016-04-04 02:00:00,04/04/2016 02:00:44 AM,04/04/2016 02:10:02 AM,04/04/2016 04:29:47 AM,RTF,REPORT TO FOLLOW,N,7D06,068XX Lake Kenilworth Dr,70126.0,7,"(30.02742322, -90.01123184)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02742322,-90.01123184
D0371716,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3684874,535028,2016-04-04 09:50:12,04/04/2016 09:52:17 AM,04/04/2016 09:56:41 AM,04/04/2016 01:06:04 PM,RTF,REPORT TO FOLLOW,N,8F03,007XX Elysian Fields Ave,70116.0,8,"(29.96503880, -90.05729150)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96503880,-90.05729150
D0468216,37,AGGRAVATED ASSAULT,2A,94,DISCHARGING FIREARM,2B,3686722,535042,2016-04-05 05:14:31,04/05/2016 05:22:21 AM,04/05/2016 06:03:54 AM,04/05/2016 06:38:39 AM,RTF,REPORT TO FOLLOW,N,8F04,025XX Royal St,70117.0,8,"(29.96502300, -90.05145441)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96502300,-90.05145441
D0551016,37,AGGRAVATED ASSAULT,1C,38,SIMPLE ASSAULT,2A,3687748,547358,2016-04-05 19:03:36,04/05/2016 07:08:11 PM,04/05/2016 07:05:28 PM,04/05/2016 08:29:17 PM,RTF,REPORT TO FOLLOW,N,3Y03,026XX Jonquil St,70122.0,3,"(29.99885525, -90.04777750)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.99885525,-90.04777750
D0627016,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3673147,529469,2016-04-06 12:27:51,04/06/2016 12:28:30 PM,04/06/2016 12:35:25 PM,04/06/2016 02:41:13 PM,RTF,REPORT TO FOLLOW,N,6M03,035XX Martin Luther King Jr Blvd,70125.0,6,"(29.95010799, -90.09451459)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95010799,-90.09451459
D0666416,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3698093,532493,2016-04-06 18:00:11,04/06/2016 06:03:24 PM,04/06/2016 06:10:46 PM,04/06/2016 10:51:59 PM,RTF,REPORT TO FOLLOW,N,5E04,057XX Dauphine St,70117.0,5,"(29.95765692, -90.01563912)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95765692,-90.01563912
D0753916,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3675527,523198,2016-04-07 13:36:24,04/07/2016 01:39:10 PM,04/07/2016 01:41:59 PM,04/07/2016 04:56:26 PM,RTF,REPORT TO FOLLOW,N,6Q05,027XX Baronne St,70113.0,6,"(29.93279430, -90.08721396)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.93279430,-90.08721396
D0896816,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,2A,3675444,533016,2016-04-08 15:54:15,04/08/2016 04:47:33 PM,04/08/2016 04:56:59 PM,04/08/2016 08:00:11 PM,RTF,REPORT TO FOLLOW,N,1G02,005XX Blk S Tonti St,70119.0,1,"(29.95979412, -90.08714058)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95979412,-90.08714058
D0947116,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),1A,3694689,523746,2016-04-08 23:22:41,04/08/2016 11:38:24 PM,04/08/2016 11:22:41 PM,04/09/2016 04:01:21 AM,RTF,REPORT TO FOLLOW,Y,4I02,Elizardi Blvd & Wall Blvd,70114.0,4,"(29.93371348, -90.02670420)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.93371348,-90.02670420
D1296216,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3662963,535240,2016-04-12 03:47:25,04/12/2016 03:49:41 AM,04/12/2016 03:56:49 AM,04/12/2016 08:08:52 AM,RTF,REPORT TO FOLLOW,N,2S01,Mistletoe St & Apricot St,70118.0,2,"(29.96627436, -90.12647743)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96627436,-90.12647743
D1403616,37,AGGRAVATED ASSAULT,1C,56,SIMPLE CRIMINAL DAMAGE,1D,3688534,534154,2016-04-13 02:11:30,04/13/2016 04:21:52 AM,04/13/2016 04:36:07 AM,04/13/2016 06:25:24 AM,RTF,REPORT TO FOLLOW,N,5C04,Clouet St & Chartres St,70117.0,5,"(29.96252346, -90.04576438)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.96252346,-90.04576438
D1493516,37,AGGRAVATED ASSAULT,2A,103,DISTURBANCE (OTHER),2A,3686863,541844,2016-04-13 20:46:58,04/13/2016 08:57:01 PM,04/13/2016 09:44:33 PM,04/13/2016 11:05:38 PM,RTF,REPORT TO FOLLOW,N,5L03,025XX Arts St,70117.0,5,"(29.98371932, -90.05076849)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.98371932,-90.05076849
D1581916,37,AGGRAVATED ASSAULT,2A,103,DISTURBANCE (OTHER),2A,3683903,542471,2016-04-14 16:31:56,04/14/2016 04:47:37 PM,04/14/2016 04:35:12 PM,04/14/2016 10:42:05 PM,RTF,REPORT TO FOLLOW,N,5K01,021XX Duels St,70119.0,5,"(29.98553528, -90.06009655)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.98553528,-90.06009655
D1613516,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3682922,541015,2016-04-14 20:57:45,04/14/2016 09:05:29 PM,04/14/2016 10:00:06 PM,04/14/2016 11:37:33 PM,RTF,REPORT TO FOLLOW,N,5K02,020XX N Rocheblave St,70119.0,5,"(29.98156051, -90.06324532)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.98156051,-90.06324532
D1965916,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3681268,529893,2016-04-17 23:36:27,04/17/2016 11:50:21 PM,04/17/2016 11:36:27 PM,04/18/2016 01:59:58 AM,RTF,REPORT TO FOLLOW,Y,8G04,Gravier St & Camp St,70130.0,8,"(29.95103148, -90.06885877)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.95103148,-90.06885877
D2027816,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,1H,3679154,546952,2016-04-18 14:20:39,04/18/2016 03:01:45 PM,04/18/2016 02:20:39 PM,04/18/2016 05:29:50 PM,RTF,REPORT TO FOLLOW,Y,3M02,Hamburg St & Caton St,70122.0,3,"(29.99800115, -90.07494278)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.99800115,-90.07494278
D2307916,37,AGGRAVATED ASSAULT,1C,65,SIMPLE ROBBERY,2A,3706171,561992,2016-04-20 17:58:10,04/20/2016 06:01:12 PM,04/20/2016 06:10:28 PM,04/20/2016 10:18:00 PM,RTF,REPORT TO FOLLOW,N,7O10,090XX Morrison Rd,70127.0,7,"(30.03851117, -89.98903756)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.03851117,-89.98903756
D2373916,37,AGGRAVATED ASSAULT,1C,56,SIMPLE CRIMINAL DAMAGE,1D,3681839,544156,2016-04-21 08:27:25,04/21/2016 09:28:43 AM,04/21/2016 09:43:47 AM,04/21/2016 02:47:25 PM,RTF,REPORT TO FOLLOW,N,3X01,018XX Benefit St,70122.0,3,"(29.99023217, -90.06655718)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.99023217,-90.06655718
D2543116,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2A,3690422,545159,2016-04-22 17:42:04,04/22/2016 05:48:14 PM,04/22/2016 05:43:14 PM,04/23/2016 02:18:29 AM,RTF,REPORT TO FOLLOW,N,5Q01,030XX Higgins Blvd,70126.0,5,"(29.99272631, -90.03941029)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.99272631,-90.03941029
D2606916,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3684245,547839,2016-04-23 07:28:26,04/23/2016 07:28:55 AM,04/23/2016 07:31:55 AM,04/23/2016 12:39:33 PM,RTF,REPORT TO FOLLOW,N,3T01,032XX Gentilly Blvd,70122.0,3,"(30.00028358, -90.05882849)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.00028358,-90.05882849
D2691816,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3678286,539786,2016-04-23 23:09:05,04/23/2016 11:12:17 PM,04/23/2016 11:19:40 PM,04/24/2016 02:27:50 AM,RTF,REPORT TO FOLLOW,N,1C04,026XX Bayou Rd,70119.0,1,"(29.97832248, -90.07793128)",VIOLENT CRIME,AGGRAVATED ASSAULT,29.97832248,-90.07793128
D2757116,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),1A,3709087,557310,2016-04-24 14:42:08,04/24/2016 02:44:27 PM,04/24/2016 02:48:30 PM,04/24/2016 07:38:01 PM,RTF,REPORT TO FOLLOW,N,7R05,051XX Bundy Rd,70127.0,7,"(30.02554328, -89.97999844)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.02554328,-89.97999844
D2780516,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,1H,3683804,550675,2016-04-24 18:47:20,04/24/2016 06:47:20 PM,04/24/2016 06:47:25 PM,04/24/2016 11:44:20 PM,RTF,REPORT TO FOLLOW,N,3Q01,Elysian Fields Ave & Mirabeau Ave,70122.0,3,"(30.00809621, -90.06012028)",VIOLENT CRIME,AGGRAVATED ASSAULT,30.00809621,-90.06012028
