NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description
K2924613,30S,HOMICIDE BY SHOOTING,2A,,,,3696617,536900,2013-11-21 21:49:00,2013-11-21 21:50:00,2013-11-21 21:57:00,2013-11-22 06:00:00,RTF,REPORT TO FOLLOW,,,017XX Reynes St,70117.0,5,"(29.969821128816076, -90.02014184368635)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K3421613,30S,HOMICIDE BY SHOOTING,2A,,,,3679876,543636,2013-11-25 17:54:00,2013-11-25 18:05:00,2013-11-25 18:14:00,2013-11-26 00:23:00,RTF,REPORT TO FOLLOW,,,016XX Treasure St,70119.0,3,"(29.98885972006553, -90.07277744605251)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K3903413,30S,HOMICIDE BY SHOOTING,2A,,,,3683423,537613,2013-11-29 19:38:00,2013-11-29 19:39:00,2013-11-29 19:42:00,2013-11-29 22:52:00,RTF,REPORT TO FOLLOW,,,018XX N Robertson St,70116.0,5,"(29.97219081030665, -90.06178468569722)",VIOLENT CRIME,HOMICIDE BY SHOOTING
K3952213,30S,HOMICIDE BY SHOOTING,2A,,,,3670811,531488,2013-11-30 03:44:00,2013-11-30 03:45:00,2013-11-30 03:49:00,2013-11-30 06:40:00,RTF,REPORT TO FOLLOW,,,043XX Erato St,70125.0,6,"(29.955727908402668, -90.10182350574361)",VIOLENT CRIME,HOMICIDE BY SHOOTING
L0221113,30S,HOMICIDE BY SHOOTING,2A,,,,3687676,527085,2013-12-02 15:58:00,2013-12-02 15:59:00,2013-12-02 16:01:00,2013-12-02 21:40:00,RTF,REPORT TO FOLLOW,,,012XX Belleville St,70114.0,4,"(29.943111985935968, -90.04872578854086)",VIOLENT CRIME,HOMICIDE BY SHOOTING
L0695213,30S,HOMICIDE BY SHOOTING,2A,,,,3686582,545030,2013-12-05 19:23:00,2013-12-05 19:24:00,2013-12-05 19:25:00,2013-12-06 02:38:00,RTF,REPORT TO FOLLOW,,,033XX Piedmont Dr,70122.0,3,"(29.992488165894343, -90.05154602252077)",VIOLENT CRIME,HOMICIDE BY SHOOTING
L0736613,30S,HOMICIDE BY SHOOTING,2A,,,,3696766,551475,2013-12-06 01:32:00,2013-12-06 01:38:00,2013-12-06 01:42:00,2013-12-06 06:55:00,RTF,REPORT TO FOLLOW,,,060XX Chef Menteur Hwy,70126.0,7,"(30.009892350672764, -90.01914337208231)",VIOLENT CRIME,HOMICIDE BY SHOOTING
L1353913,30S,HOMICIDE BY SHOOTING,2A,,,,3712272,568765,2013-12-10 19:35:00,2013-12-10 19:37:00,2013-12-10 19:39:00,2013-12-10 23:13:00,RTF,REPORT TO FOLLOW,,,119XX Hayne Blvd,70128.0,7,"(30.0569348511553, -89.96950464497148)",VIOLENT CRIME,HOMICIDE BY SHOOTING
L1505413,30S,HOMICIDE BY SHOOTING,2A,,,,3668414,532167,2013-12-11 20:54:00,2013-12-11 20:56:00,2013-12-11 21:02:00,2013-12-12 00:28:00,RTF,REPORT TO FOLLOW,,,070XX Blk Oleander St,70125.0,2,"(29.95766555470895, -90.109369508311)",VIOLENT CRIME,HOMICIDE BY SHOOTING
L1944613,30S,HOMICIDE BY SHOOTING,2A,,,,3672101,525163,2013-12-14 19:47:00,2013-12-14 19:48:00,2013-12-14 19:52:00,2013-12-15 16:43:00,RTF,REPORT TO FOLLOW,,,027XX Amelia St,70115.0,2,"(29.938298047881364, -90.0979654580936)",VIOLENT CRIME,HOMICIDE BY SHOOTING
L2095913,30S,HOMICIDE BY SHOOTING,2A,,,,3688386,548197,2013-12-15 21:40:00,2013-12-15 21:40:00,2013-12-15 21:54:00,2013-12-16 06:43:00,RTF,REPORT TO FOLLOW,,,Peoples Ave & Jasmine St,70122.0,3,"(30.00114065909204, -90.0457351280473)",VIOLENT CRIME,HOMICIDE BY SHOOTING
L2121513,30S,HOMICIDE BY SHOOTING,2A,,,,3715448,565644,2013-12-16 03:12:00,2013-12-16 03:13:00,2013-12-16 03:18:00,2013-12-16 07:50:00,RTF,REPORT TO FOLLOW,,,121XX N I-10 Service Rd,70128.0,7,"(30.0482490568525, -89.95958416293692)",VIOLENT CRIME,HOMICIDE BY SHOOTING
L2448813,30S,HOMICIDE BY SHOOTING,2A,,,,3664874,531312,2013-12-18 10:46:00,2013-12-18 10:50:00,2013-12-18 11:05:00,2013-12-18 22:57:00,RTF,REPORT TO FOLLOW,,,023XX S Carrollton Ave,70118.0,2,"(29.95541808320749, -90.12057641940255)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A0128512,30S,HOMICIDE BY SHOOTING,2A,,,,3682538,537188,2012-01-01 18:32:00,2012-01-01 18:33:00,2012-01-01 18:36:00,2012-01-01 21:39:00,RTF,REPORT TO FOLLOW,,,016XX N Villere St,70116.0,5,"(29.971049181922034, -90.0645945235892)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A0394312,30S,HOMICIDE BY SHOOTING,2A,,,,3695401,523857,2012-01-03 17:54:00,2012-01-03 17:56:00,2012-01-03 17:57:00,2012-01-03 22:01:00,RTF,REPORT TO FOLLOW,,,Murl St & Wall Blvd,70114.0,4,"(29.933995701684104, -90.02445258556774)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A0559612,30S,HOMICIDE BY SHOOTING,2A,,,,3687222,540907,2012-01-04 21:46:00,2012-01-04 21:47:00,2012-01-04 21:49:00,2012-01-05 02:53:00,RTF,REPORT TO FOLLOW,,,026XX N Tonti St,70117.0,5,"(29.98113168388382, -90.04967029127764)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A0828212,30S,HOMICIDE BY SHOOTING,2A,,,,3703792,562114,2012-01-07 00:18:00,2012-01-07 00:19:00,2012-01-07 00:25:00,2012-01-07 04:24:00,RTF,REPORT TO FOLLOW,,,076XX Meyn St,70127.0,7,"(30.038922042476663, -89.99655373146474)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A0962912,30S,HOMICIDE BY SHOOTING,2A,,,,3675662,536582,2012-01-08 00:15:00,2012-01-08 00:17:00,2012-01-08 00:20:00,2012-01-08 09:09:00,RTF,REPORT TO FOLLOW,,,028XX Saint Louis St,70119.0,1,"(29.96959044136822, -90.08633069125942)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A1350212,30S,HOMICIDE BY SHOOTING,2A,,,,3680571,519820,2012-01-10 13:04:00,2012-01-10 13:07:00,2012-01-10 13:10:00,2012-01-10 17:36:00,RTF,REPORT TO FOLLOW,,,Jackson Ave & Tchoupitoulas St,70130.0,6,"(29.92335274462871, -90.07141063916235)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A1603512,30S,HOMICIDE BY SHOOTING,2A,,,,3706008,562464,2012-01-12 09:15:00,2012-01-12 09:15:00,2012-01-12 09:20:00,2012-01-12 18:14:00,RTF,REPORT TO FOLLOW,,,074XX Devine Ave,70127.0,7,"(30.039813132868307, -89.98953763389466)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A1683512,30S,HOMICIDE BY SHOOTING,2A,,,,3690957,535497,2012-01-12 21:17:00,2012-01-12 21:18:00,2012-01-12 21:19:00,2012-01-13 01:38:00,RTF,REPORT TO FOLLOW,,,037XX Saint Claude Ave,70117.0,5,"(29.96614051906788, -90.03806667315637)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A2334712,30S,HOMICIDE BY SHOOTING,2A,,,,3692237,543846,2012-01-17 21:05:00,2012-01-17 21:05:00,2012-01-17 21:09:00,2012-01-18 02:43:00,RTF,REPORT TO FOLLOW,,,031XX Oliver White Ave,70126.0,5,"(29.989057442065082, -90.03372543805892)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A2353912,30S,HOMICIDE BY SHOOTING,2A,,,,3684869,538866,2012-01-18 00:28:00,2012-01-18 00:29:00,2012-01-18 00:33:00,2012-01-18 03:20:00,RTF,REPORT TO FOLLOW,,,022XX N Roman St,70117.0,5,"(29.975591921643566, -90.05717390990421)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A2361912,30S,HOMICIDE BY SHOOTING,2A,,,,3703170,557355,2012-01-18 02:11:00,2012-01-18 02:13:00,2012-01-18 02:18:00,2012-01-18 06:55:00,RTF,REPORT TO FOLLOW,,,078XX S Coronet Ct,70126.0,7,"(30.02585658496617, -89.99869459028181)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A2739812,30S,HOMICIDE BY SHOOTING,2A,,,,3670005,549087,2012-01-20 14:57:00,2012-01-20 14:58:00,2012-01-20 15:00:00,2012-01-20 17:46:00,RTF,REPORT TO FOLLOW,,,009XX Harrison Ave,70124.0,3,"(30.00414298171654, -90.1037722582554)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A3227512,30S,HOMICIDE BY SHOOTING,2A,,,,3683402,541824,2012-01-23 21:24:00,2012-01-23 21:26:00,2012-01-23 21:27:00,2012-01-24 06:08:00,RTF,REPORT TO FOLLOW,,,033XX Pauger St,70119.0,5,"(29.983770229270895, -90.06170341715527)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A3425612,30S,HOMICIDE BY SHOOTING,2A,,,,3687555,529919,2012-01-25 07:07:00,2012-01-25 07:09:00,2012-01-25 07:12:00,2012-01-25 14:42:00,RTF,REPORT TO FOLLOW,,,005XX Vallette St,70114.0,4,"(29.950908249104984, -90.04900752421354)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A3565612,30S,HOMICIDE BY SHOOTING,2A,,,,3679501,540748,2012-01-26 02:39:00,2012-01-26 02:42:00,2012-01-26 02:44:00,2012-01-26 06:43:00,RTF,REPORT TO FOLLOW,,,026XX D'Abadie St,70119.0,1,"(29.980930066270133, -90.07406221056017)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A3702812,30S,HOMICIDE BY SHOOTING,2A,,,,3664889,532637,2012-01-26 23:47:00,2012-01-26 23:49:00,2012-01-26 23:56:00,2012-01-27 04:47:00,RTF,REPORT TO FOLLOW,,,026XX Dante St,70118.0,2,"(29.959060964527563, -90.12048476917774)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A3830112,30S,HOMICIDE BY SHOOTING,2A,,,,3707374,559218,2012-01-27 18:29:00,2012-01-27 18:30:00,2012-01-27 18:35:00,2012-01-27 22:41:00,RTF,REPORT TO FOLLOW,,,068XX Tara Ln,70127.0,7,"(30.030843794798418, -89.98534136977736)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A3879212,30S,HOMICIDE BY SHOOTING,2A,,,,3679392,535315,2012-01-28 00:47:00,2012-01-28 00:49:00,2012-01-28 00:52:00,2012-01-28 05:45:00,RTF,REPORT TO FOLLOW,,,019XX Saint Ann St,70116.0,1,"(29.965994480497013, -90.07459498666474)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A3959812,30S,HOMICIDE BY SHOOTING,2A,,,,3670990,530029,2012-01-28 15:58:00,2012-01-28 16:00:00,2012-01-28 16:02:00,2012-01-28 18:48:00,RTF,REPORT TO FOLLOW,,,041XX Washington Ave,70125.0,2,"(29.95171084836514, -90.10130782079368)",VIOLENT CRIME,HOMICIDE BY SHOOTING
A4450412,30S,HOMICIDE BY SHOOTING,2A,,,,3732996,562418,2012-01-31 19:33:00,2012-01-31 19:35:00,2012-01-31 19:37:00,2012-01-31 22:56:00,RTF,REPORT TO FOLLOW,,,147XX Chef Menteur Hwy,70129.0,7,"(30.038788769111676, -89.90425047516077)",VIOLENT CRIME,HOMICIDE BY SHOOTING
B0415112,30S,HOMICIDE BY SHOOTING,2A,,,,3683058,537255,2012-02-03 14:51:00,2012-02-03 14:52:00,2012-02-03 14:54:00,2012-02-03 18:04:00,RTF,REPORT TO FOLLOW,,,Annette St & N Villere St,70116.0,5,"(29.971217566681712, -90.06294995088444)",VIOLENT CRIME,HOMICIDE BY SHOOTING
B1732212,30S,HOMICIDE BY SHOOTING,2A,,,,3709286,565383,2012-02-12 10:23:00,2012-02-12 10:26:00,2012-02-12 10:29:00,2012-02-12 17:43:00,RTF,REPORT TO FOLLOW,,,105XX Curran Blvd,70127.0,7,"(30.047733103230314, -89.97906920668562)",VIOLENT CRIME,HOMICIDE BY SHOOTING
B2379112,30S,HOMICIDE BY SHOOTING,2A,,,,3689181,536729,2012-02-16 22:08:00,2012-02-16 22:09:00,2012-02-16 22:13:00,2012-02-17 03:55:00,RTF,REPORT TO FOLLOW,,,Clouet St & Urquhart St,70117.0,5,"(29.96958317006721, -90.0436314317495)",VIOLENT CRIME,HOMICIDE BY SHOOTING
B3842412,30S,HOMICIDE BY SHOOTING,2A,,,,3680233,521305,2012-02-26 15:23:00,2012-02-26 15:25:00,2012-02-26 15:31:00,2012-02-26 20:36:00,RTF,REPORT TO FOLLOW,,,007XX Adele St,70130.0,6,"(29.927446240336387, -90.07242599427903)",VIOLENT CRIME,HOMICIDE BY SHOOTING
C0390312,30S,HOMICIDE BY SHOOTING,2A,,,,3676688,526731,2012-03-03 09:05:00,2012-03-03 09:09:00,2012-03-03 09:12:00,2012-03-03 12:24:00,RTF,REPORT TO FOLLOW,,,022XX Terpsichore St,70113.0,6,"(29.942472752376393, -90.08342984943599)",VIOLENT CRIME,HOMICIDE BY SHOOTING
C2328112,30S,HOMICIDE BY SHOOTING,2A,,,,3664201,535062,2012-03-15 19:42:00,2012-03-15 19:45:00,2012-03-15 19:48:00,2012-03-16 00:33:00,RTF,REPORT TO FOLLOW,,,030XX General Ogden St,70118.0,2,"(29.965748926182204, -90.12257639877421)",VIOLENT CRIME,HOMICIDE BY SHOOTING
C2795712,30S,HOMICIDE BY SHOOTING,2A,,,,3670852,536013,2012-03-18 17:31:00,2012-03-18 17:32:00,2012-03-18 17:35:00,2012-03-19 00:09:00,RTF,REPORT TO FOLLOW,,,038XX D'Hemecourt St,70119.0,1,"(29.96816894083964, -90.10154044015974)",VIOLENT CRIME,HOMICIDE BY SHOOTING
C3444912,30S,HOMICIDE BY SHOOTING,2A,,,,3696950,533169,2012-03-22 21:43:00,2012-03-22 21:44:00,2012-03-22 21:49:00,2012-03-23 02:08:00,RTF,REPORT TO FOLLOW,,,054XX Burgundy St,70117.0,5,"(29.959551708547103, -90.01922533580768)",VIOLENT CRIME,HOMICIDE BY SHOOTING
C3692012,30S,HOMICIDE BY SHOOTING,2A,,,,3694774,526465,2012-03-24 09:04:00,2012-03-24 09:05:00,2012-03-24 09:11:00,2012-03-24 14:02:00,RTF,REPORT TO FOLLOW,,,013XX Elizardi Blvd,70114.0,4,"(29.9411864840861, -90.02633807680436)",VIOLENT CRIME,HOMICIDE BY SHOOTING
C4301612,30S,HOMICIDE BY SHOOTING,2A,,,,3667492,536077,2012-03-28 05:25:00,2012-03-28 05:28:00,2012-03-28 05:34:00,2012-03-28 10:21:00,RTF,REPORT TO FOLLOW,,,038XX Cambronne St,70118.0,2,"(29.96844381067695, -90.11214934077533)",VIOLENT CRIME,HOMICIDE BY SHOOTING
C4594212,30S,HOMICIDE BY SHOOTING,2A,,,,3702868,561970,2012-03-29 20:38:00,2012-03-29 20:39:00,2012-03-29 20:41:00,2012-03-30 02:43:00,RTF,REPORT TO FOLLOW,,,082XX Curran Blvd,70126.0,7,"(30.038555706750408, -89.99947910781843)",VIOLENT CRIME,HOMICIDE BY SHOOTING
C4641612,30S,HOMICIDE BY SHOOTING,2A,,,,3707053,559056,2012-03-30 05:01:00,2012-03-30 05:03:00,2012-03-30 05:09:00,2012-03-30 10:42:00,RTF,REPORT TO FOLLOW,,,068XX Cindy Pl,70127.0,7,"(30.030408737896575, -89.98636174701795)",VIOLENT CRIME,HOMICIDE BY SHOOTING
C4680912,30S,HOMICIDE BY SHOOTING,2A,,,,3667513,534428,2012-03-30 11:41:00,2012-03-30 11:42:00,2012-03-30 11:44:00,2012-03-30 14:39:00,RTF,REPORT TO FOLLOW,,,035XX S Carrollton Ave,70118.0,2,"(29.96390899227127, -90.11213852251439)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D0223912,30S,HOMICIDE BY SHOOTING,2A,,,,3690490,541883,2012-04-02 11:20:00,2012-04-02 11:21:00,2012-04-02 11:28:00,2012-04-02 18:27:00,RTF,REPORT TO FOLLOW,,,031XX Laussat Pl,70117.0,5,"(29.983714263614456, -90.03931369543119)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D0414112,30S,HOMICIDE BY SHOOTING,2A,,,,3706557,561665,2012-04-03 15:49:00,2012-04-03 15:51:00,2012-04-03 15:52:00,2012-04-04 04:34:00,RTF,REPORT TO FOLLOW,,,072XX Bundy Rd,70127.0,7,"(30.037598484181164, -89.98783228925011)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D0467812,30S,HOMICIDE BY SHOOTING,2A,,,,3697068,522831,2012-04-03 21:59:00,2012-04-03 22:00:00,2012-04-03 22:04:00,2012-04-04 01:51:00,RTF,REPORT TO FOLLOW,,,021XX Springbrook Ln,70114.0,4,"(29.931122090124216, -90.01922710952971)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D0777312,30S,HOMICIDE BY SHOOTING,2A,,,,3673631,518020,2012-04-05 22:44:00,2012-04-05 22:44:00,2012-04-05 22:50:00,2012-04-06 03:21:00,RTF,REPORT TO FOLLOW,,,038XX Annunciation St,70115.0,6,"(29.9186116559306, -90.09337912714453)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D1995212,30S,HOMICIDE BY SHOOTING,2A,,,,3678556,540083,2012-04-13 19:36:00,2012-04-13 19:38:00,2012-04-13 19:41:00,2012-04-13 23:41:00,RTF,REPORT TO FOLLOW,,,027XX Laharpe St,70119.0,1,"(29.97913006919541, -90.07706996931579)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D2361112,30S,HOMICIDE BY SHOOTING,2A,,,,3687294,543899,2012-04-16 07:00:00,2012-04-16 07:02:00,2012-04-16 07:08:00,2012-04-16 10:56:00,RTF,REPORT TO FOLLOW,,,Abundance St & Franklin Ave,70122.0,3,"(29.98935640143127, -90.04933698845062)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D2794412,30S,HOMICIDE BY SHOOTING,2A,,,,3681447,540818,2012-04-18 22:54:00,2012-04-18 22:56:00,2012-04-18 22:58:00,2012-04-19 02:12:00,RTF,REPORT TO FOLLOW,,,018XX N Rocheblave St,70119.0,5,"(29.981063593123995, -90.0679134393637)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D2895412,30S,HOMICIDE BY SHOOTING,2A,,,,3677571,523720,2012-04-19 15:43:00,2012-04-19 15:44:00,2012-04-19 15:45:00,2012-04-19 18:37:00,RTF,REPORT TO FOLLOW,,,016XX Jackson Ave,70130.0,6,"(29.93416697991842, -90.08074593615939)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D3078912,30S,HOMICIDE BY SHOOTING,2A,,,,3664386,534743,2012-04-20 18:25:00,2012-04-20 18:26:00,2012-04-20 18:35:00,2012-04-20 23:58:00,RTF,REPORT TO FOLLOW,,,029XX Eagle St,70118.0,2,"(29.964866404724486, -90.1220028224878)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D3625112,30S,HOMICIDE BY SHOOTING,2A,,,,3715648,555707,2012-04-24 10:14:00,2012-04-24 10:14:00,2012-04-24 10:17:00,2012-04-24 15:30:00,RTF,REPORT TO FOLLOW,,,045XX Papania Dr,70127.0,7,"(30.02091970586509, -89.95932865804427)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D4031112,30S,HOMICIDE BY SHOOTING,2A,,,,3672910,527046,2012-04-26 17:04:00,2012-04-26 17:06:00,2012-04-26 17:08:00,2012-04-26 20:27:00,RTF,REPORT TO FOLLOW,,,031XX Washington Ave,70125.0,6,"(29.9434516754887, -90.0953471339184)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D4225112,30S,HOMICIDE BY SHOOTING,2A,,,,3690707,545197,2012-04-27 20:38:00,2012-04-27 20:40:00,2012-04-27 20:45:00,2012-04-28 01:00:00,RTF,REPORT TO FOLLOW,,,Montegut St & Pleasure St,70126.0,5,"(29.99281983079707, -90.03851001280016)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D4446912,30S,HOMICIDE BY SHOOTING,2A,,,,3725519,559874,2012-04-29 06:26:00,2012-04-29 06:27:00,2012-04-29 06:32:00,2012-04-29 12:18:00,RTF,REPORT TO FOLLOW,,,046XX Michoud Blvd,70129.0,7,"(30.032048104284467, -89.92797812599152)",VIOLENT CRIME,HOMICIDE BY SHOOTING
D4590112,30S,HOMICIDE BY SHOOTING,2A,,,,3729922,563470,2012-04-30 07:05:00,2012-04-30 07:08:00,2012-04-30 07:17:00,2012-04-30 15:43:00,RTF,REPORT TO FOLLOW,,,050XX Alcee Fortier Blvd,70129.0,7,"(30.041786387940334, -89.91392382625148)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E0076512,30S,HOMICIDE BY SHOOTING,2A,,,,3690997,536662,2012-05-01 13:37:00,2012-05-01 13:38:00,2012-05-01 13:40:00,2012-05-01 18:55:00,RTF,REPORT TO FOLLOW,,,036XX N Villere St,70117.0,5,"(29.96934261577382, -90.0378987610259)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E0096012,30S,HOMICIDE BY SHOOTING,2A,,,,3696351,520532,2012-05-01 15:44:00,2012-05-01 15:47:00,2012-05-01 15:50:00,2012-05-01 20:15:00,RTF,REPORT TO FOLLOW,,,General De Gaulle Dr & Westbend,70114.0,4,"(29.924823216038586, -90.02157365797605)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E0140212,30S,HOMICIDE BY SHOOTING,2A,,,,3674503,526340,2012-05-01 20:14:00,2012-05-01 20:15:00,2012-05-01 20:18:00,2012-05-02 00:27:00,RTF,REPORT TO FOLLOW,,,027XX 2nd St,70113.0,6,"(29.941462986473436, -90.09034179358282)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E1201512,30S,HOMICIDE BY SHOOTING,2A,,,,3683290,552193,2012-05-08 12:33:00,2012-05-08 12:33:00,2012-05-08 12:36:00,2012-05-08 20:21:00,RTF,REPORT TO FOLLOW,,,Filmore Ave & Vermillion Blvd,70122.0,3,"(30.012284687757727, -90.06169370788193)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E2399712,30S,HOMICIDE BY SHOOTING,2A,,,,3683791,537316,2012-05-15 22:31:00,2012-05-15 22:32:00,2012-05-15 22:34:00,2012-05-16 04:15:00,RTF,REPORT TO FOLLOW,,,Pauger St & N Villere St,70116.0,5,"(29.971362929499648, -90.06063289962573)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E2812512,30S,HOMICIDE BY SHOOTING,2A,,,,3686497,540871,2012-05-18 11:57:00,2012-05-18 11:57:00,2012-05-18 12:03:00,2012-05-18 14:53:00,RTF,REPORT TO FOLLOW,,,Music St & N Tonti St,70117.0,5,"(29.981055009446607, -90.05196143487484)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E3162312,30S,HOMICIDE BY SHOOTING,2A,,,,3675267,538082,2012-05-20 14:59:00,2012-05-20 15:00:00,2012-05-20 15:00:00,2012-05-20 22:04:00,RTF,REPORT TO FOLLOW,,,031XX Orleans Ave,70119.0,1,"(29.973726745181487, -90.08752663256898)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E4552512,30S,HOMICIDE BY SHOOTING,2A,,,,3675320,537111,2012-05-29 15:21:00,2012-05-29 15:22:00,2012-05-29 15:24:00,2012-05-29 19:11:00,RTF,REPORT TO FOLLOW,,,005XX N Gayoso St,70119.0,1,"(29.971055241284006, -90.08739259217555)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E4570212,30S,HOMICIDE BY SHOOTING,2A,,,,3677878,527510,2012-05-29 17:47:00,2012-05-29 17:48:00,2012-05-29 17:53:00,2012-05-30 01:31:00,RTF,REPORT TO FOLLOW,,,012XX Simon Bolivar Ave,70113.0,6,"(29.9445789977539, -90.07964583706057)",VIOLENT CRIME,HOMICIDE BY SHOOTING
E4654712,30S,HOMICIDE BY SHOOTING,2A,,,,3716044,565500,2012-05-30 09:36:00,2012-05-30 09:38:00,2012-05-30 09:38:00,2012-05-30 14:42:00,RTF,REPORT TO FOLLOW,,,122XX S I-10 Service Rd,70128.0,7,"(30.047833454963367, -89.9577059446861)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F0322212,30S,HOMICIDE BY SHOOTING,2A,,,,3676098,523953,2012-06-03 01:12:00,2012-06-03 01:15:00,2012-06-03 01:16:00,2012-06-03 06:52:00,RTF,REPORT TO FOLLOW,,,2nd St & Dryades St,70113.0,6,"(29.934851847503097, -90.08538813903073)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F0533112,30S,HOMICIDE BY SHOOTING,2A,,,,3682924,539069,2012-06-04 14:39:00,2012-06-04 14:40:00,2012-06-04 14:43:00,2012-06-04 20:54:00,RTF,REPORT TO FOLLOW,,,019XX N Prieur St,70116.0,5,"(29.976209520836214, -90.0633096434388)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F1401812,30S,HOMICIDE BY SHOOTING,2A,,,,3677880,527076,2012-06-09 23:46:00,2012-06-09 23:47:00,2012-06-09 23:47:00,2012-06-10 01:59:00,RTF,REPORT TO FOLLOW,,,013XX S Saratoga St,70113.0,6,"(29.943385581546508, -90.07965451472575)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F1469612,30S,HOMICIDE BY SHOOTING,2A,,,,3667556,535611,2012-06-10 13:16:00,2012-06-10 13:18:00,2012-06-10 13:26:00,2012-06-10 15:16:00,RTF,REPORT TO FOLLOW,,,083XX Palmetto St,70118.0,2,"(29.967160589921317, -90.11196291148802)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F1494612,30S,HOMICIDE BY SHOOTING,2A,,,,3667799,533642,2012-06-10 17:35:00,2012-06-10 17:36:00,2012-06-10 17:41:00,2012-06-10 22:49:00,RTF,REPORT TO FOLLOW,,,079XX Olive St,70125.0,2,"(29.96173936785461, -90.11126183077133)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F1575012,30S,HOMICIDE BY SHOOTING,2A,,,,3686986,552568,2012-06-11 08:48:00,2012-06-11 08:49:00,2012-06-11 08:51:00,2012-06-11 13:40:00,RTF,REPORT TO FOLLOW,,,Eads St & Filmore Ave,70122.0,3,"(30.013202498314477, -90.05000318404775)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F2086612,30S,HOMICIDE BY SHOOTING,2A,,,,3704269,511643,2012-06-14 11:15:00,2012-06-14 11:18:00,2012-06-14 11:29:00,2012-06-14 15:35:00,RTF,REPORT TO FOLLOW,,,035XX Meadow Park Ln,70131.0,4,"(29.90012989508012, -89.99690660849532)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F2652512,30S,HOMICIDE BY SHOOTING,2A,,,,3682469,530709,2012-06-18 03:22:00,2012-06-18 03:22:00,2012-06-18 03:25:00,2012-06-18 10:08:00,RTF,REPORT TO FOLLOW,,,003XX N Peters St,70130.0,8,"(29.953236251365308, -90.06503891668616)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F2774612,30S,HOMICIDE BY SHOOTING,2A,,,,3692964,537562,2012-06-18 22:26:00,2012-06-18 22:27:00,2012-06-18 22:29:00,2012-06-19 01:56:00,RTF,REPORT TO FOLLOW,,,017XX France St,70117.0,5,"(29.97175600316944, -90.03165455949986)",VIOLENT CRIME,HOMICIDE BY SHOOTING
F2793912,30S,HOMICIDE BY SHOOTING,2A,,,,3677222,534802,2012-06-19 01:14:00,2012-06-19 01:17:00,2012-06-19 01:17:00,2012-06-19 07:52:00,RTF,REPORT TO FOLLOW,,,003XX N Miro St,70119.0,1,"(29.96464927271089, -90.08146548976757)",VIOLENT CRIME,HOMICIDE BY SHOOTING
