NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description,Date,latitude,longitude,Beat_New
K3127515,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2A,3699580,532663,11/27/2015 02:46:09 PM,11/27/2015 03:11:54 PM,11/27/2015 03:18:58 PM,11/28/2015 01:14:13 AM,RTF,REPORT TO FOLLOW,N,5E04,009XX Saint Maurice Ave,70117,5,"(29.95807828, -90.01093607)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-11-27,29.95807828,-90.01093607,5E04
L0705115,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3675747,535845,12/06/2015 11:00:56 PM,12/07/2015 12:31:10 AM,12/07/2015 12:39:18 AM,12/07/2015 02:11:44 AM,RTF,REPORT TO FOLLOW,N,1M05,027XX Bienville St,70119,1,"(29.96756385, -90.08608732)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-12-06,29.96756385,-90.08608732,1M05
L0761015,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3682388,540917,12/07/2015 01:09:33 PM,12/07/2015 01:13:01 PM,12/07/2015 01:18:11 PM,12/07/2015 04:26:05 PM,RTF,REPORT TO FOLLOW,N,5K02,Allen St & N Rocheblave St,70119,5,"(29.98130783, -90.06493523)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-12-07,29.98130783,-90.06493523,5K02
L0929815,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3695969,534284,12/08/2015 08:10:20 PM,12/08/2015 09:28:45 PM,12/08/2015 08:10:20 PM,12/08/2015 09:28:52 PM,RTF,REPORT TO FOLLOW,Y,5E01,Reynes St & Saint Claude Ave,70117,5,"(29.96264978, -90.02228011)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-12-08,29.96264978,-90.02228011,5E01
L1043915,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3675454,536494,12/09/2015 06:01:00 PM,12/09/2015 06:01:40 PM,12/09/2015 06:03:29 PM,12/09/2015 09:08:20 PM,RTF,REPORT TO FOLLOW,N,1M05,028XX Blk Conti St,70119,1,"(29.96935740, -90.08698951)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-12-09,29.9693574,-90.08698951,1M05
L1485015,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3690054,541371,12/13/2015 10:14:19 AM,12/13/2015 10:15:14 AM,12/13/2015 10:21:10 AM,12/13/2015 12:43:02 PM,RTF,REPORT TO FOLLOW,N,5M04,025XX Feliciana St,70117,5,"(29.98232147, -90.04070674)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-12-13,29.98232147,-90.04070674,5M04
L2400615,37,AGGRAVATED ASSAULT,1C,,FIGHT,2B,3685412,539245,12/21/2015 06:25:24 PM,12/21/2015 06:29:09 PM,12/21/2015 07:04:18 PM,12/21/2015 08:24:10 PM,RTF,REPORT TO FOLLOW,N,5G01,022XX N Prieur St,70117,5,"(29.97661904, -90.05544264)",VIOLENT CRIME,AGGRAVATED ASSAULT,2015-12-21,29.97661904,-90.05544264,5G01
A0997716,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3680399,541346,01/09/2016 05:52:20 AM,01/09/2016 07:28:49 AM,01/09/2016 05:52:20 AM,01/09/2016 10:59:54 AM,RTF,REPORT TO FOLLOW,Y,5K04,Saint Bernard Ave & Bruxelles St,70119,5,"(29.98254811, -90.07120405)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-01-09,29.98254811,-90.07120405,5K04
A1580416,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3678195,524824,01/13/2016 10:02:35 PM,01/13/2016 10:06:01 PM,01/13/2016 10:06:20 PM,01/14/2016 01:20:44 AM,RTF,REPORT TO FOLLOW,N,6G01,017XX Felicity St,70130,6,"(29.93718452, -90.07873659)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-01-13,29.93718452,-90.07873659,6G01
A1601616,37,AGGRAVATED ASSAULT,1C,35,SIMPLE BATTERY,2A,3672434,533798,01/14/2016 03:01:18 AM,01/14/2016 03:25:18 AM,01/14/2016 03:31:01 AM,01/14/2016 06:54:34 AM,RTF,REPORT TO FOLLOW,N,1K01,007XX S Salcedo St,70119,1,"(29.96203208, -90.09661897)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-01-14,29.96203208,-90.09661897,1K01
A1694616,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3681086,520595,01/14/2016 07:49:38 PM,01/14/2016 07:53:50 PM,01/14/2016 07:53:54 PM,01/15/2016 12:01:58 AM,RTF,REPORT TO FOLLOW,N,6B07,019XX Tchoupitoulas St,70130,6,"(29.92547034, -90.06975701)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-01-14,29.92547034,-90.06975701,6B07
A2124916,37,AGGRAVATED ASSAULT,1C,,AGGRAVATED ASSAULT DOMESTIC,2B,3689233,536260,01/18/2016 03:24:14 PM,01/18/2016 03:25:57 PM,01/18/2016 04:09:52 PM,01/18/2016 04:50:13 PM,RTF,REPORT TO FOLLOW,N,5C02,031XX Marais St,70117,5,"(29.96829247, -90.04348093)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-01-18,29.96829247,-90.04348093,5C02
A2235116,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,2A,3689020,535941,01/19/2016 03:01:50 PM,01/19/2016 03:02:15 PM,01/19/2016 03:09:07 PM,01/19/2016 06:04:37 PM,RTF,REPORT TO FOLLOW,N,5C02,031XX Saint Claude Ave,70117,5,"(29.96742394, -90.04416478)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-01-19,29.96742394,-90.04416478,5C02
A2498816,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3673755,532854,01/21/2016 03:41:22 PM,01/21/2016 03:52:34 PM,01/21/2016 04:00:58 PM,01/21/2016 06:17:33 PM,RTF,REPORT TO FOLLOW,N,1G02,007XX S Broad St,70119,1,"(29.95939936, -90.09248013)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-01-21,29.95939936,-90.09248013,1G02
A3077516,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3672461,534604,01/26/2016 04:12:10 PM,01/26/2016 04:12:10 PM,01/26/2016 04:12:21 PM,01/26/2016 06:10:15 PM,RTF,REPORT TO FOLLOW,N,1K01,032XX Tulane Ave,70119,1,"(29.96424772, -90.09650628)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-01-26,29.96424772,-90.09650628,1K01
A3215816,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,1H,3683286,528022,01/27/2016 08:08:46 PM,01/27/2016 08:09:11 PM,01/27/2016 08:08:46 PM,01/27/2016 10:02:43 PM,RTF,REPORT TO FOLLOW,Y,8A02,005XX Port Of New Orleans Pl,70130,8,"(29.94582412, -90.06255099)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-01-27,29.94582412,-90.06255099,8A02
A3640716,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,1C,3685988,538787,01/31/2016 10:47:46 AM,01/31/2016 10:55:42 AM,01/31/2016 10:58:21 AM,01/31/2016 03:41:35 PM,RTF,REPORT TO FOLLOW,N,5G02,017XX Spain St,70117,5,"(29.97534271, -90.05364077)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-01-31,29.97534271,-90.05364077,5G02
B1569316,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3686107,539768,02/13/2016 02:36:37 PM,02/13/2016 02:46:26 PM,02/13/2016 02:52:47 PM,02/13/2016 04:38:21 PM,RTF,REPORT TO FOLLOW,N,5G02,020XX Saint Roch Ave,70117,5,"(29.97803574, -90.05323100)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-02-13,29.97803574,-90.053231,5G02
B1661916,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3688289,535302,02/14/2016 01:52:24 PM,02/14/2016 03:29:09 PM,,02/14/2016 04:06:48 PM,RTF,REPORT TO FOLLOW,N,5C04,030XX Burgundy St,70117,5,"(29.96568760, -90.04649715)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-02-14,29.9656876,-90.04649715,5C04
B1967316,37,AGGRAVATED ASSAULT,1C,,FIGHT,2B,3682396,528493,02/17/2016 12:35:07 AM,02/17/2016 12:38:28 AM,02/17/2016 12:40:45 AM,02/17/2016 02:53:13 AM,RTF,REPORT TO FOLLOW,N,8A02,Fulton St & Lafayette St,70130,8,"(29.94714522, -90.06534405)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-02-17,29.94714522,-90.06534405,8A02
B2502716,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3692118,540461,02/21/2016 12:30:43 PM,02/21/2016 12:32:22 PM,02/21/2016 12:36:49 PM,02/21/2016 02:56:04 PM,RTF,REPORT TO FOLLOW,N,5H02,024XX Independence St,70117,5,"(29.97975628, -90.03421945)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-02-21,29.97975628,-90.03421945,5H02
C0484816,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3682007,542102,03/04/2016 07:40:22 PM,03/04/2016 07:41:56 PM,03/04/2016 07:51:17 PM,03/04/2016 09:33:02 PM,RTF,REPORT TO FOLLOW,N,5K03,026XX New Orleans St,70119,5,"(29.98457900, -90.06609738)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-03-04,29.984579,-90.06609738,5K03
C1033316,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3682809,542967,03/09/2016 11:50:43 AM,03/09/2016 11:51:22 AM,03/09/2016 11:54:51 AM,03/09/2016 01:26:20 PM,RTF,REPORT TO FOLLOW,N,5K03,019XX Florida Ave,70119,5,"(29.98693270, -90.06353332)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-03-09,29.9869327,-90.06353332,5K03
C1092716,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,1C,3697539,536709,03/09/2016 08:33:14 PM,03/09/2016 08:34:53 PM,03/09/2016 08:37:49 PM,03/10/2016 01:41:49 AM,RTF,REPORT TO FOLLOW,N,5I01,018XX Egania St,70117,5,"(29.96926849, -90.01723582)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-03-09,29.96926849,-90.01723582,5I01
C1589916,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3687616,536294,03/14/2016 04:06:32 AM,03/14/2016 07:59:58 AM,03/14/2016 08:06:38 AM,03/14/2016 09:12:45 AM,RTF,REPORT TO FOLLOW,N,5C02,027XX Saint Claude Ave,70117,5,"(29.96843619, -90.04858608)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-03-14,29.96843619,-90.04858608,5C02
C3298816,37,AGGRAVATED ASSAULT,1C,18,TRAFFIC INCIDENT,1H,3673755,533957,03/28/2016 10:20:02 AM,03/28/2016 10:20:25 AM,03/28/2016 10:20:02 AM,03/28/2016 03:11:11 PM,RTF,REPORT TO FOLLOW,Y,1K01,006XX S White St,70119,1,"(29.96243122, -90.09244195)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-03-28,29.96243122,-90.09244195,1K01
C3511716,37,AGGRAVATED ASSAULT,2A,94,DISCHARGING FIREARM,2B,3696623,537720,03/30/2016 12:50:58 AM,03/30/2016 12:52:53 AM,03/30/2016 12:54:59 AM,03/30/2016 06:46:20 AM,RTF,REPORT TO FOLLOW,N,5I01,020XX Tennessee St,70117,5,"(29.97207669, -90.02009314)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-03-30,29.97207669,-90.02009314,5I01
D0468216,37,AGGRAVATED ASSAULT,2A,94,DISCHARGING FIREARM,2B,3686722,535042,04/05/2016 05:14:31 AM,04/05/2016 05:22:21 AM,04/05/2016 06:03:54 AM,04/05/2016 06:38:39 AM,RTF,REPORT TO FOLLOW,N,8F04,025XX Royal St,70117,8,"(29.96502300, -90.05145441)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-05,29.965023,-90.05145441,5B01
D0666416,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3698093,532493,04/06/2016 06:00:11 PM,04/06/2016 06:03:24 PM,04/06/2016 06:10:46 PM,04/06/2016 10:51:59 PM,RTF,REPORT TO FOLLOW,N,5E04,057XX Dauphine St,70117,5,"(29.95765692, -90.01563912)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-06,29.95765692,-90.01563912,5E04
D0896816,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,2A,3675444,533016,04/08/2016 03:54:15 PM,04/08/2016 04:47:33 PM,04/08/2016 04:56:59 PM,04/08/2016 08:00:11 PM,RTF,REPORT TO FOLLOW,N,1G02,005XX Blk S Tonti St,70119,1,"(29.95979412, -90.08714058)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-08,29.95979412,-90.08714058,1G02
D1403616,37,AGGRAVATED ASSAULT,1C,56,SIMPLE CRIMINAL DAMAGE,1D,3688534,534154,04/13/2016 02:11:30 AM,04/13/2016 04:21:52 AM,04/13/2016 04:36:07 AM,04/13/2016 06:25:24 AM,RTF,REPORT TO FOLLOW,N,5C04,Clouet St & Chartres St,70117,5,"(29.96252346, -90.04576438)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-13,29.96252346,-90.04576438,5C04
D1493516,37,AGGRAVATED ASSAULT,2A,103,DISTURBANCE (OTHER),2A,3686863,541844,04/13/2016 08:46:58 PM,04/13/2016 08:57:01 PM,04/13/2016 09:44:33 PM,04/13/2016 11:05:38 PM,RTF,REPORT TO FOLLOW,N,5L03,025XX Arts St,70117,5,"(29.98371932, -90.05076849)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-13,29.98371932,-90.05076849,5L03
D1581916,37,AGGRAVATED ASSAULT,2A,103,DISTURBANCE (OTHER),2A,3683903,542471,04/14/2016 04:31:56 PM,04/14/2016 04:47:37 PM,04/14/2016 04:35:12 PM,04/14/2016 10:42:05 PM,RTF,REPORT TO FOLLOW,N,5K01,021XX Duels St,70119,5,"(29.98553528, -90.06009655)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-14,29.98553528,-90.06009655,5K01
D1613516,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3682922,541015,04/14/2016 08:57:45 PM,04/14/2016 09:05:29 PM,04/14/2016 10:00:06 PM,04/14/2016 11:37:33 PM,RTF,REPORT TO FOLLOW,N,5K02,020XX N Rocheblave St,70119,5,"(29.98156051, -90.06324532)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-14,29.98156051,-90.06324532,5K02
D1965916,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3681268,529893,04/17/2016 11:36:27 PM,04/17/2016 11:50:21 PM,04/17/2016 11:36:27 PM,04/18/2016 01:59:58 AM,RTF,REPORT TO FOLLOW,Y,8G04,Gravier St & Camp St,70130,8,"(29.95103148, -90.06885877)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-17,29.95103148,-90.06885877,8G04
D2691816,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3678286,539786,04/23/2016 11:09:05 PM,04/23/2016 11:12:17 PM,04/23/2016 11:19:40 PM,04/24/2016 02:27:50 AM,RTF,REPORT TO FOLLOW,N,1C04,026XX Bayou Rd,70119,1,"(29.97832248, -90.07793128)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-23,29.97832248,-90.07793128,1C04
D2887516,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3680551,543397,04/25/2016 05:03:33 PM,04/25/2016 05:04:07 PM,04/25/2016 05:22:21 PM,04/25/2016 07:46:39 PM,RTF,REPORT TO FOLLOW,N,3X03,030XX Republic St,70119,3,"(29.98818388, -90.07065130)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-25,29.98818388,-90.0706513,3X03
D2960116,37,AGGRAVATED ASSAULT,1C,107,SUSPICIOUS PERSON,2A,3691108,535048,04/26/2016 07:41:29 AM,04/26/2016 07:41:29 AM,04/26/2016 07:50:41 AM,04/26/2016 11:39:50 AM,RTF,REPORT TO FOLLOW,N,5D02,010XX Pauline St,70117,5,"(29.96490307, -90.03760277)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-26,29.96490307,-90.03760277,5D02
D3055416,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,1H,3683161,531976,04/26/2016 10:04:51 PM,04/26/2016 10:05:35 PM,04/26/2016 10:04:51 PM,04/26/2016 10:41:21 PM,RTF,REPORT TO FOLLOW,Y,8B02,007XX Decatur St,70130,8,"(29.95669911, -90.06280807)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-26,29.95669911,-90.06280807,8B02
D3521516,37,AGGRAVATED ASSAULT,1C,,AGGRAVATED BATTERY BY SHOOTING,2B,3683546,540267,04/30/2016 01:41:12 PM,04/30/2016 01:42:18 PM,04/30/2016 01:54:53 PM,04/30/2016 03:24:37 PM,RTF,REPORT TO FOLLOW,N,5K01,Pauger St & N Miro St,70119,5,"(29.97948585, -90.06130280)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-04-30,29.97948585,-90.0613028,5K02
E0156616,37,AGGRAVATED ASSAULT,1C,911,SILENT 911 CALL,2D,3681244,530801,05/02/2016 12:40:13 PM,05/02/2016 12:56:02 PM,05/02/2016 12:56:43 PM,05/02/2016 03:53:04 PM,RTF,REPORT TO FOLLOW,N,8D01,001XX Royal St,70130,8,"(29.95352897, -90.06890055)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-05-02,29.95352897,-90.06890055,8D01
E0454116,37,AGGRAVATED ASSAULT,1C,,ARMED ROBBERY WITH GUN,2A,3685931,538405,05/04/2016 07:06:08 PM,05/04/2016 07:07:43 PM,05/04/2016 07:11:57 PM,05/04/2016 09:12:23 PM,RTF,REPORT TO FOLLOW,N,5G01,016XX Spain St,70117,5,"(29.97429271, -90.05383444)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-05-04,29.97429271,-90.05383444,5G01
E0544216,37,AGGRAVATED ASSAULT,1C,,AGGRAVATED BATTERY BY SHOOTING,2B,3680232,541782,05/05/2016 12:52:28 PM,05/05/2016 12:54:00 PM,05/05/2016 12:57:12 PM,05/05/2016 03:34:26 PM,RTF,REPORT TO FOLLOW,N,3X03,019XX N Broad St,70119,3,"(29.98375219, -90.07171449)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-05-05,29.98375219,-90.07171449,3X03
E0836716,37,AGGRAVATED ASSAULT,1C,35,SIMPLE BATTERY,2A,3677534,537181,05/07/2016 09:07:37 PM,05/07/2016 09:10:56 PM,05/07/2016 09:11:03 PM,05/07/2016 10:31:55 PM,RTF,REPORT TO FOLLOW,N,1J03,026XX Dumaine St,70119,1,"(29.97118367, -90.08039744)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-05-07,29.97118367,-90.08039744,1J03
E2418316,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3679886,527033,05/20/2016 10:52:38 PM,05/20/2016 10:53:32 PM,05/20/2016 10:54:21 PM,05/20/2016 11:29:20 PM,RTF,REPORT TO FOLLOW,N,6G04,007XX Howard Ave,70130,6,"(29.94320846, -90.07332191)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-05-20,29.94320846,-90.07332191,6G04
E2769516,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3692944,537407,05/23/2016 10:50:50 PM,05/23/2016 11:24:08 PM,05/23/2016 11:29:09 PM,05/23/2016 11:49:38 PM,RTF,REPORT TO FOLLOW,N,5H01,France St & N Derbigny St,70117,5,"(29.97133101, -90.03172057)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-05-23,29.97133101,-90.03172057,5H01
E3388316,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3696758,532520,05/29/2016 04:46:31 AM,05/29/2016 04:51:15 AM,05/29/2016 04:53:32 AM,05/29/2016 06:31:21 AM,RTF,REPORT TO FOLLOW,N,5E01,007XX Andry St,70117,5,"(29.95777531, -90.01985452)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-05-29,29.95777531,-90.01985452,5E01
E3421416,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,2A,3676937,534091,05/29/2016 01:49:59 PM,05/29/2016 01:52:59 PM,05/29/2016 01:56:05 PM,05/29/2016 06:24:52 PM,RTF,REPORT TO FOLLOW,N,1I03,022XX Canal St,70119,1,"(29.96270513, -90.08238760)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-05-29,29.96270513,-90.0823876,1I03
E3478416,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3691607,536825,05/30/2016 12:26:01 AM,05/30/2016 12:27:46 AM,05/30/2016 12:34:01 AM,05/30/2016 05:41:37 AM,RTF,REPORT TO FOLLOW,N,5D03,014XX Pauline St,70117,5,"(29.96977341, -90.03596426)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-05-30,29.96977341,-90.03596426,5D03
F0025816,37,AGGRAVATED ASSAULT,1C,,CARJACKING- NO WEAPON,2A,3690106,535066,06/01/2016 08:37:00 AM,06/01/2016 09:02:35 AM,06/01/2016 09:24:48 AM,06/01/2016 12:50:59 PM,RTF,REPORT TO FOLLOW,N,5D01,009XX Desire St,70117,5,"(29.96498211, -90.04076880)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-01,29.96498211,-90.0407688,5D01
F0608516,37,AGGRAVATED ASSAULT,2A,94,DISCHARGING FIREARM,2B,3682290,526184,06/06/2016 08:24:05 AM,06/06/2016 08:26:37 AM,06/06/2016 08:26:11 AM,06/06/2016 04:54:01 PM,RTF,REPORT TO FOLLOW,N,8A01,John Churchill Chase St & S Peters St,70130,8,"(29.94080106, -90.06575969)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-06,29.94080106,-90.06575969,8G01
F0651016,37,AGGRAVATED ASSAULT,1C,21,COMPLAINT OTHER,1H,3692566,535892,06/06/2016 04:00:55 PM,06/06/2016 04:52:59 PM,06/06/2016 04:00:55 PM,06/06/2016 05:27:07 PM,RTF,REPORT TO FOLLOW,Y,5D02,France St & Urquhart St,70117,5,"(29.96717854, -90.03297087)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-06,29.96717854,-90.03297087,5D03
F1026116,37,AGGRAVATED ASSAULT,1C,107,SUSPICIOUS PERSON,2A,3678683,542483,06/09/2016 08:32:38 PM,06/09/2016 08:35:00 PM,06/09/2016 08:38:57 PM,06/09/2016 10:49:10 PM,RTF,REPORT TO FOLLOW,N,3L04,018XX Gentilly Blvd,70119,3,"(29.98572579, -90.07658279)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-09,29.98572579,-90.07658279,3L04
F1732916,37,AGGRAVATED ASSAULT,1C,,SIMPLE BURGLARY VEHICLE,2A,3686820,541285,06/16/2016 02:38:19 AM,06/16/2016 03:03:10 AM,06/16/2016 03:12:06 AM,06/16/2016 09:03:24 AM,RTF,REPORT TO FOLLOW,N,5L02,024XX Arts St,70117,5,"(29.98218533, -90.05092432)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-16,29.98218533,-90.05092432,5L02
F1932216,37,AGGRAVATED ASSAULT,1C,94,DISCHARGING FIREARM,2B,3670882,535486,06/17/2016 05:23:43 PM,06/17/2016 05:23:43 PM,06/17/2016 05:28:23 PM,06/17/2016 07:39:12 PM,RTF,REPORT TO FOLLOW,N,1K02,037XX Ulloa St,70119,1,"(29.96671943, -90.10146053)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-17,29.96671943,-90.10146053,1K02
F2096416,37,AGGRAVATED ASSAULT,1A,37,AGGRAVATED ASSAULT,1A,3681614,539963,06/19/2016 01:57:48 AM,06/19/2016 03:15:56 AM,06/19/2016 03:43:36 AM,06/19/2016 06:21:46 AM,RTF,REPORT TO FOLLOW,N,5K04,021XX A P Tureaud Ave,70119,5,"(29.97870960, -90.06741351)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-19,29.9787096,-90.06741351,5K04
F2575916,37,AGGRAVATED ASSAULT,1C,37,AGGRAVATED ASSAULT,1C,3668395,536622,06/23/2016 06:48:44 AM,06/23/2016 11:51:47 AM,06/23/2016 12:15:09 PM,06/23/2016 12:52:52 PM,RTF,REPORT TO FOLLOW,N,3A02,I-10 E & Airline Hwy,70119,3,"(29.96991847, -90.10927727)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-23,29.96991847,-90.10927727,3A02
F2865916,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3681882,540817,06/25/2016 01:28:52 PM,06/25/2016 01:29:30 PM,06/25/2016 01:37:38 PM,06/25/2016 05:06:13 PM,RTF,REPORT TO FOLLOW,N,5K02,019XX N Rocheblave St,70119,5,"(29.98104887, -90.06653760)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-25,29.98104887,-90.0665376,5K02
F2895516,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3688368,541003,06/25/2016 07:02:10 PM,06/25/2016 07:03:44 PM,06/25/2016 07:07:27 PM,06/25/2016 11:48:19 PM,RTF,REPORT TO FOLLOW,N,5M02,023XX Almonaster Ave,70117,5,"(29.98136151, -90.04604465)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-25,29.98136151,-90.04604465,5M02
F3003016,37,AGGRAVATED ASSAULT,2A,37,AGGRAVATED ASSAULT,2A,3678259,537247,06/26/2016 07:27:25 PM,06/26/2016 07:33:40 PM,06/26/2016 07:41:01 PM,06/26/2016 08:24:42 PM,RTF,REPORT TO FOLLOW,N,1J04,010XX N Rocheblave St,70119,1,"(29.97134159, -90.07810583)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-26,29.97134159,-90.07810583,1J04
F3204816,37,AGGRAVATED ASSAULT,1C,103,DISTURBANCE (OTHER),2A,3680684,540560,06/28/2016 02:30:04 PM,06/28/2016 02:31:20 PM,06/28/2016 02:34:46 PM,06/28/2016 05:16:57 PM,RTF,REPORT TO FOLLOW,N,1C02,024XX Saint Bernard Ave,70119,1,"(29.98037871, -90.07032940)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-28,29.98037871,-90.0703294,1C02
F3235516,37,AGGRAVATED ASSAULT,1C,107,SUSPICIOUS PERSON,2A,3680869,540423,06/28/2016 06:36:52 PM,06/28/2016 06:40:24 PM,06/28/2016 06:57:18 PM,06/28/2016 08:37:55 PM,RTF,REPORT TO FOLLOW,N,5K04,N Tonti St & Saint Bernard Ave,70119,5,"(29.97999676, -90.06975043)",VIOLENT CRIME,AGGRAVATED ASSAULT,2016-06-28,29.97999676,-90.06975043,5K04
